"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2013","Bulgaria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,036","u"
"2013","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3,521","u"
"2013","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,972",""
"2013","Czechia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,599",""
"2013","Czechia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Czechia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,462",""
"2013","Czechia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,662",""
"2013","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,753",""
"2013","Denmark","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","25,732",""
"2013","Denmark","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Denmark","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","19,707",""
"2013","Denmark","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","21,414",""
"2013","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","27,444",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,410",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,811",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,242",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,797",""
"2013","Estonia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,874","u"
"2013","Estonia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Estonia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,337",""
"2013","Estonia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,367",""
"2013","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6,813",""
"2013","Ireland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,208",""
"2013","Ireland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Ireland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","19,559",""
"2013","Ireland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,486",""
"2013","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,706",""
"2013","Greece","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","7,200",""
"2013","Greece","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Greece","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,767",""
"2013","Greece","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,005",""
"2013","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,731",""
"2013","Spain","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","10,905",""
"2013","Spain","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Spain","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,299",""
"2013","Spain","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,888",""
"2013","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,572",""
"2013","France","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,804",""
"2013","France","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","France","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,915",""
"2013","France","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,838",""
"2013","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21,659",""
"2013","Croatia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Croatia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Croatia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","3,545",""
"2013","Croatia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,567",""
"2013","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,190",""
"2013","Italy","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","12,720",""
"2013","Italy","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Italy","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,370",""
"2013","Italy","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11,625",""
"2013","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,604",""
"2013","Cyprus","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","13,693",""
"2013","Cyprus","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Cyprus","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,222",""
"2013","Cyprus","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,626",""
"2013","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,460",""
"2013","Latvia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,147","u"
"2013","Latvia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Latvia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,239",""
"2013","Latvia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,262",""
"2013","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,793",""
"2013","Lithuania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Lithuania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Lithuania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,206","u"
"2013","Lithuania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,958","u"
"2013","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,758",""
"2013","Luxembourg","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","28,566",""
"2013","Luxembourg","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","22,187",""
"2013","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","27,727",""
"2013","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","38,516",""
"2013","Hungary","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,610",""
"2013","Hungary","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Hungary","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2013","Hungary","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,610",""
"2013","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4,529",""
"2013","Malta","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","12,596",""
"2013","Malta","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Malta","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","10,331",""
"2013","Malta","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,121",""
"2013","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","12,316",""
"2013","Netherlands","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","21,640",""
"2013","Netherlands","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Netherlands","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","16,839",""
"2013","Netherlands","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,694",""
"2013","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21,234",""
"2013","Austria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,212",""
"2013","Austria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Austria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","16,744",""
"2013","Austria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,488",""
"2013","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,632",""
"2013","Poland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Poland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Poland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,447","u"
"2013","Poland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6,117","u"
"2013","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5,279",""
"2013","Portugal","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","9,400",""
"2013","Portugal","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Portugal","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","6,997",""
"2013","Portugal","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Portugal","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,201",""
"2013","Portugal","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8,395",""
"2013","Romania","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Romania","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Romania","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2013","Romania","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Romania","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":","u"
"2013","Romania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2,117",""
"2013","Slovenia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","8,823",""
"2013","Slovenia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Slovenia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,241",""
"2013","Slovenia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Slovenia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,281",""
"2013","Slovenia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","11,978",""
"2013","Slovakia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","7,208","u"
"2013","Slovakia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Slovakia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over",":","u"
"2013","Slovakia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Slovakia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7,208","u"
"2013","Slovakia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6,883",""
"2013","Finland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","22,449",""
"2013","Finland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Finland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","17,360",""
"2013","Finland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Finland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,596",""
"2013","Finland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23,459",""
"2013","Sweden","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","22,233",""
"2013","Sweden","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Sweden","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","16,730",""
"2013","Sweden","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Sweden","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,805",""
"2013","Sweden","Euro","Median equivalised net income","Reporting country","Total","18 years or over","26,086",""
"2013","United Kingdom","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,104",""
"2013","United Kingdom","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","United Kingdom","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","18,095",""
"2013","United Kingdom","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","United Kingdom","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19,264",""
"2013","United Kingdom","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,459",""
"2013","Iceland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,027",""
"2013","Iceland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Iceland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,491",""
"2013","Iceland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Iceland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,553",""
"2013","Iceland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,087",""
"2013","Norway","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","40,234",""
"2013","Norway","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Norway","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","33,158",""
"2013","Norway","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Norway","Euro","Median equivalised net income","Foreign country","Total","18 years or over","38,113",""
"2013","Norway","Euro","Median equivalised net income","Reporting country","Total","18 years or over","44,245",""
"2013","Switzerland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","43,051",""
"2013","Switzerland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Switzerland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","32,932",""
"2013","Switzerland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Switzerland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","38,949",""
"2013","Switzerland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","42,844",""
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","1,569","u"
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2,152","u"
"2013","Former Yugoslav Republic of Macedonia, the","Euro","Median equivalised net income","Reporting country","Total","18 years or over","1,949",""
"2013","Serbia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":",""
"2013","Serbia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Serbia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","2,470",""
"2013","Serbia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Serbia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2,470",""
"2013","Serbia","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2013","Turkey","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2013","Turkey","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2013","Turkey","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,981","u"
"2013","Turkey","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2013","Turkey","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6,126",""
"2013","Turkey","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,773",""
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","17,558","u"
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,525","e"
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,559","e"
"2014","European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,218","e"
"2014","European Union (current composition)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","17,558","u"
"2014","European Union (current composition)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","European Union (current composition)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,525","e"
"2014","European Union (current composition)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","European Union (current composition)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,559","e"
"2014","European Union (current composition)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,218",""
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","17,565","u"
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","12,534","e"
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14,568","e"
"2014","European Union (before the accession of Croatia)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16,317",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,426","e"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,025","e"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,931","e"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","18,071","e"
"2014","Euro area (19 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,425","e"
"2014","Euro area (19 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,016","e"
"2014","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Euro area (19 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,923","e"
"2014","Euro area (19 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17,946",""
"2014","Euro area (18 countries)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","16,426","e"
"2014","Euro area (18 countries)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,025","e"
"2014","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Euro area (18 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12,931","e"
"2014","Euro area (18 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","18,071",""
"2014","Belgium","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","20,476",""
"2014","Belgium","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Belgium","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","11,314",""
"2014","Belgium","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15,607",""
"2014","Belgium","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22,370",""
"2014","Bulgaria","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over",":","u"
"2014","Bulgaria","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,572","u"
"2014","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,090","u"
